,project_code,standardized_text,Target_Vector,Predicted_Vector
470,2018.1.00692.S,high precision polarization study of the fast variability at the base of an agn jet active galactic nuclei agn produce powerful jets of relativistic plasma emitting non thermal synchrotron radiation recently we have reported the first measurement of faraday rotation at submm wavelengths from the jet base of the lensed quasar pks for that we analysed dual polarization data with a differential polarization technique in which basically the relative difference in polarization state of the two lensed images was measured we now propose full polarization observations of the same object at band we will probe variability of the polarization angle on timescales of few minutes to a couple of hours allowing us to discriminate the different models of particle shock interaction in agn jets and their role in the submm polarimetry and in the production of high energy radiation these full polarization observations will also allow us to confirm bona fide the validity of our differential polarimetry technique,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.019091645255684853, 0.37536075711250305, 0.06480725854635239, 0.01813190057873726, 0.27701207995414734, 0.17604930698871613, 0.032001856714487076, 0.02051592618227005, 0.017029253765940666]"
471,2018.1.00794.S,a high mass young star mimicking a red giant stellar structure has long predicted that the seed of a forming high mass star would be a luminous lower mass object in a bloated state testing this hypothesis is extremely challenging because such seeds would be highly embedded if the outflow inclination angle is favourable to the observer the photospheric light flashes through the cavity we have discovered one such object an enigmatic near infrared bright variable star k mag j k with h alpha emission and a spectral energy distribution of a massive yso it is located at the peak of a massive star forming clump traced by atlasgal and a ghz methanol maser indicating massive outflow is located from the star new echelle zyjhk spectra of this star surprisingly represents a miii type red giant new vla continuum data at resolution do not show any free free emission we want to search for outflow and or accretion signatures around this star using finding which will lead to the discovery of the first bloated massive protostar,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.007629434112459421, 0.12662923336029053, 0.033442795276641846, 0.009728007018566132, 0.6181545257568359, 0.1589534729719162, 0.01897706836462021, 0.014206474646925926, 0.01227892842143774]"
472,2018.1.00799.S,what is the role of angular momentum in disk formation comparing big and small disks around class the existence of large and massive disks around class protostars is hotly contended both observationally and on theoretical grounds one of the key parameters to constrain the disk formation is the radial distribution of the specific angular momentum which is directly related to the maximum size of a keplerian disk we propose to observe class objects with very different disk properties with in band to determine the dense gas kinematics these observations will provide a unique dataset to determine the angular momentum profile form au down to au for both sources these results will establish if the difference in the disk size between these two sources is due to the initial conditions of the parental dense core,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.010460427030920982, 0.04203725978732109, 0.034826189279556274, 0.009490974247455597, 0.4821680784225464, 0.36303555965423584, 0.021876733750104904, 0.022235721349716187, 0.013868981972336769]"
473,2018.1.00804.S,redshifts of bright herschel gravitational lenses we propose to continue our successful aca co redshift measurements of of the brightest s m jy strongly gravitationally lensed submm galaxies from the herschel atlas plus bright act mm wave sources these simple observations ideal for the aca will double the sample size of h atlas background source redshifts complementing our long term m class foreground lens redshift campaigns our pioneering lens selection negrello et al science has an astonishing efficiency and the gravitational amplification makes co line detection up to faster than in unlensed surveys we will provide spectroscopic confirmation of gravitational lensing by finding submm redshifts that are clearly higher than the redshifts of the lensing masses this on its own is already enough to make statistical constraints on the dark matter halo profiles combined with our ongoing multi wavelength campaigns we will start placing direct constraints on the evolving dark matter distribution of the lenses the joint lenssource redshift distribution is a key discriminator of cosmological parameters and the evolution of dark matter haloes,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.011934404261410236, 0.3046269714832306, 0.04122628644108772, 0.013691730797290802, 0.4243382215499878, 0.15711219608783722, 0.02348349429666996, 0.011489735916256905, 0.012096956372261047]"
474,2018.1.00816.S,massive molecular gas flows encasing radio bubbles in the phoenix cluster powerful radio jets launched by a central supermassive black hole pump a substantial amount of energy into their host galaxies and cluster environment this feedback from the central agn is thought to suppress gas cooling and star formation at late times to regulate the growth of massive galaxies and cooling of their surrounding hot atmospheres the phoenix cluster at z hosts an extreme example of this common mechanism in galaxy evolution our cycle observations of the central galaxy revealed billion solar mass filaments of molecular gas each kpc long and drawn up around the peripheries of the inner radio bubbles inflated by the jet smooth velocity gradients and narrow line widths along each filament show that these are massive ordered molecular gas flows around each bubble we now propose observations of a higher order co transition to study the excitation of the gas flows and distinguish two outflow scenarios and at higher spatial resolution to resolve the circumnuclear structure and discover the fate of the filaments,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.015907300636172295, 0.4451153874397278, 0.05333678796887398, 0.016950950026512146, 0.2690955102443695, 0.14416097104549408, 0.02704375609755516, 0.01560099795460701, 0.012788346968591213]"
475,2018.1.00876.S,inventory of molecular gas in a z galaxy group a test case for environmental star formation regulation in galaxies how do dense environments such as groups and clusters affect star formation regulation and galaxy growth what are the physical processes responsible for quenching in these structures this proposal adresses these questions by probing the overall molecular gas content in and around the galaxies living in the cosmos gr group at z deep muse observations indeed revelead a huge and unexpected ionized gas structure wrapping around of the galaxies located in an over dense region of this group this gas has probably been expelled recently from the galaxies due to tidal interactions stripping or outflows the goal of this proposal is to make a census of the overall molecular gas content i e both in the galaxies and in the intra group medium available for future star formation in this remarkable structure to achieve this goal we will map this region in co in order to unveil the extended molecular gas in the intra group medium characterize the star formation efficiency in the galaxies and their potential dependence with their location in the structure these observations will provide crucial tests for star formation regulation models in galaxies,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.021450143307447433, 0.5961964130401611, 0.05929772928357124, 0.031018007546663284, 0.15308062732219696, 0.0726495310664177, 0.03476272150874138, 0.019027959555387497, 0.012516898103058338]"
476,2018.1.00974.S,kinematic diversity at z resolving co in gas rich cluster galaxies we have produced some of the first exquisite velocity maps of molecular gas in high z cluster galaxies using these cycle data delivered to us within the past month are rich in information with only a single pointing we have spatially resolved co in cluster galaxies on kpc scales and discovered a diversity of kinematic structure we aim to further exploit this efficient multiplexing strategy by targeting two new clusters at z our proposed observations include gas rich cluster galaxies with enhanced molecular gas fractions drawn from noble et al and an additional spectroscopically confirmed star forming cluster galaxies all within pointings in band with the first large sample of spatially and velocity resolved co in z clusters we will characterize the fraction of ordered versus kinematically complex galaxies and compare global molecular gas features to that of the stellar component as demonstrated with our pilot study in cycle is well positioned to unequivocally map high z molecular gas in great detail targeting known gas rich cluster galaxies at z harnesses this potential in hours,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01989312656223774, 0.6119765043258667, 0.05426473170518875, 0.02726801298558712, 0.15470261871814728, 0.07213851064443588, 0.032900065183639526, 0.014849290251731873, 0.012007100507616997]"
477,2018.1.01035.T,direct sublimation vs gas phase synthesis a comet too proposal comets contain ice dust and debris left over from the formation of the solar system having remained in a relatively quiescent state ever since their compositions provide unique insights into the thermal and chemical properties of the protosolar disk and prior interstellar cloud detections of complex organic molecules in cometary comae are becoming routine using single dish mm wave observations but the common assumption that these species originate in the cometary ice is largely untested our latest chemical hydrodynamic coma models point to gas phase chemistry as a possible origin for some of these species we propose to use to map the distributions of hc n nh cho ch cn and other molecules including known extended source species in a bright target of opportunity comet to reveal whether these species arise directly from the sublimation of cometary ice or whether they are instead synthesized as products of gas phase chemistry in the coma in case of only a faint comet in cycle we will focus on mapping the distributions of h co hnc and other abundant species to elucidate the nature of their extended coma sources and compare to previous limited mapping results,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.013853157870471478, 0.1202840730547905, 0.07243116945028305, 0.014319966547191143, 0.3094867765903473, 0.40422266721725464, 0.029586436226963997, 0.02214185521006584, 0.013673892244696617]"
478,2018.1.01037.S,formaldeyde distribution and formation in embedded t tauri disks simple organics such as formaldeyde h co are the bricks for the formation of complex organic and prebiotic molecules to constrain their abundance and distribution in protoplanetary disks is key to understand organics inheritance formation and transfer to the forming planets while h co has been imaged in two protoplanetary disks the chemistry of less evolved t tauri disks still embedded in their envelope is poorly explored despite the difficulty to disentangle the different emitting components in strongly accreting ejecting systems these are associated with brigth h co emission hence are ideal to investigate organic chemistry in disks recently our team imaged a ring of h co in the embedded disk of dg tau located beyond the co snowline au and extending byond the edge of the millimeter dusty disk disk modeling indicates that gas phase processes and desorption from grains cannot account for the observed intensity and suggests that h co is formed in situ on the ices beyond the co snowline based on the test case of dg tau we propose a survey of h co in a sample of embedded t tauri disks to investigate the distribution and formation of simple organics,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.013366672210395336, 0.07665642350912094, 0.05662040039896965, 0.012817434966564178, 0.3197314441204071, 0.46378985047340393, 0.025405390188097954, 0.01847199536859989, 0.013140365481376648]"
479,2018.1.01050.S,heavily resolving the molecular gas layer in a protoype of edge on galaxies ngc we propose to directly measure the thickness of molecular gas layer in an edge on galaxy ngc this measurement requires high linear resolution high sensitivity k for km s channel width and wide spatial coverage by which is possible by in a sensible integration time hours for m array the thickness of molecular gas layer is important in numerous studies of star formations i e deriving the volume density of molecular gas and galaxy structure i e comparison to the expectation from hydrostatic equilibrium this measurement would also be an important constraint to study the star formation efficiency per free fall time in the sample of phangs large program previous measurements have only barely resolved the vertical distribution of molecular gas or only limited to the central region therefore we propose to overcome these limitations by observing the whole stellar disk kpc in radius with finer resolution pc and better sensitivity about solar mass per square parsec,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.014528341591358185, 0.4589757025241852, 0.04397796466946602, 0.01760084740817547, 0.27663910388946533, 0.1332264393568039, 0.024750780314207077, 0.016975127160549164, 0.013325724750757217]"
480,2018.1.01056.S,understanding column densities toward massive gas flows in gas rich central galaxies has shown that radio agn drive massive flows of molecular gas in central cluster galaxies the molecular gas has likely condensed from low entropy gas in the cluster core that has been lifted by x ray cavities however the uplifted masses rival the maximum mass that the cavities can lift implying a remarkably efficient coupling measurements of column density in these massive molecular flows are required to accurately calibrate the uplifted mass instead of relying on the galactic co to h conversion we propose to test this by mapping the distribution of molecular gas in zw using every co transition up to co zw is a prime candidate to address this issue as it is both extremely gas rich and is experiencing a powerful agn outburst making it an ideal candidate for hosting agn driven gas flows it is also one of the few bcgs in which all four low j co lines can be observed by these observations will allow the column density and co to h conversion factor to be measured in both the molecular filaments and the nuclear gas revealing any spatial variations in gas excitation and molecular mass calibration this will be the first analysis of its kind in a bcg,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.026127737015485764, 0.5635885000228882, 0.07117031514644623, 0.034357741475105286, 0.14659903943538666, 0.08527526259422302, 0.03862496465444565, 0.020161496475338936, 0.01409498043358326]"
481,2018.1.01106.S,after the fall an ultra high resolution view of the molecular gas in a post starburst galaxy post starburst galaxies psbs are an important stage in the buildup of the present day quiescent galaxy population likely relics of vigorously starbursting major gas rich mergers psbs had their star formation quenched within the last gyr we previously discovered extremely compact turbulent molecular reservoirs in a sample of psbs all exhibiting extreme star formation suppression this observing plan targets a single gas rich post starburst aiming to resolve its co and mm continuum emission on pc scales our cycle target unresolved at pc scales possesses a gas surface density at least equivalent to arp but with a x lower star forming efficiency one of the most extreme objects of its kind provides a unique opportunity in its extended configuration it delivers exquisite spatial resolution providing the pc physical resolution needed to fully resolve the incredibly dense molecular gas in this psb this is perhaps our best option to discern the mechanism which is suppressing star formation in psbs a result which will significantly advance our understanding of how starbursting galaxies die and fade into quiescence,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.018160782754421234, 0.565159261226654, 0.05858137831091881, 0.023628294467926025, 0.1742974817752838, 0.09638117998838425, 0.03334289416670799, 0.017465241253376007, 0.012983518652617931]"
482,2018.1.01123.S,cold gas around black holes fueling and feedback in galaxy mergers we propose to obtain very long baseline observations of co to measure the distribution and kinematics of cold molecular gas in the central few hundred parsecs of two outflow host galaxies iras f and iiizw our adaptive optics integral field spectroscopy has identified two key features within the nuclei of these galaxies collimated warm molecular outflows and central dynamical masses times larger than those predicted by black hole scaling relations only can provide the resolution matched molecular gas observations needed to measure the temperature distributions and mass loading factors of these confirmed nuclear outflows a fundamental question regarding central engine feedback in galaxy evolution the large central dynamical masses measured from our ao observations may be identifying a large mass of gas that will eventually fuel the black hole or be entrained in a molecular outflow our proposed observations will therefore either confirm some of the most extreme black hole scaling relation offsets or identify systems poised to undergo a massive central agn accretion or starburst event,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009792070835828781, 0.09689472615718842, 0.03019907884299755, 0.011750460602343082, 0.5890182256698608, 0.21627388894557953, 0.021787170320749283, 0.012945382855832577, 0.01133898738771677]"
483,2018.1.01142.S,exploring the molecular gas and continuum emission in giant gravitational arcs giant gravitational arcs offer the best opportunity to obtain sub kpc observations of the interstellar medium in high redshift galaxies the first targets were intrinsically infrared luminous lensed galaxies observations that reveal the conditions of the bright end of dusty star forming galaxies here we aim to study the ism of optically bright strongly lensed galaxies we propose observations of mid j co lines and continuum observations in three highly magnified low metallicity star forming galaxies we will obtain gas and dust masses as well as obscured star formation rates in three of the brightest and most studied optical arcs the availability of good lensing models will allow translating our detections into source plane properties one of the main issues associated with the observations of lensed galaxies high magnification values are usually associated with large angular extents in the image plane in these cases the lower resolving power of aca offers the optimal observation setup for the detection of the emission of the arcs the results from this campaign will be crucial for future higher spatial resolutions observations with,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01061536930501461, 0.2983069121837616, 0.04524781554937363, 0.012747296132147312, 0.3911721706390381, 0.19156242907047272, 0.022822365164756775, 0.015101416036486626, 0.012424229644238949]"
484,2018.1.01208.S,definite test of magnetic braking in b imaging its au disk to observationally study the effects of magnetic field on gas motions in collapsing dense core we propose to observe the class protostar b in co and c o with at au resolution to resolve the gas motions in the innermost au region we have measured the gas motions from au to the inner au in b with our smt sma and observations and found signs of efficient magnetic braking namely no keplerian disk larger than au and removal of angular momentum as seen in mhd simulations with the proposed observations we will reveal the angular momentum transfer down to the inner au region in b and measure the size of its keplerian disk with these measurements we will provide the first observational constraint on the efficiency of magnetic braking if magnetic braking in b is actually inefficient we expect to see dominant rotation in the innermost au region if it is indeed efficient we expect the angular momentum profile continuously decreases toward the center,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.008515456691384315, 0.057828158140182495, 0.028548821806907654, 0.00932028703391552, 0.5439922213554382, 0.3059707581996918, 0.017571289092302322, 0.016506487503647804, 0.011746606789529324]"
485,2018.1.01239.S,spatially resolving the innermost dust formation and wind acceleration zone of the agb star w hya the interplay between the dust formation and the mass loss in agb stars is not yet understood well our multi epoch visible polarimetric imaging of the well studied agb star w hya with vlt sphere zimpol has successfully spatially resolved the clumpy clouds of large transparent dust grains very close to the star stellar radii and their salient time variations furthermore our sphere zimpol images in the halpha line and ir interferometric data in the micron co lines taken with vlti amber reveal the coexistence of dust shock heated hot gas and molecular gas within stellar radii we propose observations of w hya in the hcn line at ghz a good tracer of shocks and gas kinematics we aim at mapping the velocity field within stellar radii with a spatial resolution of mas comparison of the observed velocity field with the images of the dust clouds enables us to directly examine whether or not the scattering of photons by large grains is driving mass loss as the current theory predicts in addition the data of the hcn line are important for improving our understanding of the non equilibrium chemistry governed by the shocks,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.010714416392147541, 0.19295117259025574, 0.04330185428261757, 0.011658729054033756, 0.421003520488739, 0.2704804837703705, 0.02194993942975998, 0.014941591769456863, 0.012998264282941818]"
486,2018.1.01242.S,fragmentation of serpens firs a class protostellar disk protostellar disks are formed as a natural consequence of conservation of angular momentum during star formation they are the cradle of both stars and planets a fragmenting protostellar disk may cause short accretion bursts form a stable stellar or planetary companion around the central star or even produce massive exoplanets observationally its a challenge to identify and observe a good candidate that meets the requirement for disk fragmentation serpens firs is one of the few known intermediate mass protostar that has a protostellar disk massive enough to meet the requirement for disk fragmentation we propose to observe the young serpens firs class protostar in band continuum and line emissions co c o c o and cn in order to measure the physical properties of a young disk that is expected to be fragmenting identify whether or not it has a keplerian rotation and constrain the mass of the central protostar with the direct observation we will test the existing theories of protostellar disk fragmentation,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0085314204916358, 0.034571774303913116, 0.027356291189789772, 0.009631255641579628, 0.5849350690841675, 0.2850418984889984, 0.019225241616368294, 0.016707569360733032, 0.013999449089169502]"
487,2018.1.01276.S,tracing the heritage of cometary water through the hdo h o ratio materials throughout the solar system exhibit differing degrees of deuterium enrichment the measurement of which provides clues to their origin and thermal history we propose to measure the d h ratio in water in comet p giacobini zinner to test whether the cometary water originated in the interstellar medium or has been significantly processed simultaneous emission line observations of other species will be used to measure the temperature and will allow the retrieval of accurate production rates using a non lte excitation code the proposed measurements will advance our knowledge of how and where comets formed and help elucidate the role of comets in delivering water and organics to primitive planetary surfaces,"[0.0, 0.0, 0.0, 0.14285714285714285, 0.0, 0.0, 0.8571428571428571, 0.0, 0.0]","[0.015326163731515408, 0.06805253028869629, 0.07339327782392502, 0.013925794512033463, 0.26879265904426575, 0.4897034168243408, 0.029738305136561394, 0.02277492545545101, 0.01829289086163044]"
488,2018.1.01288.S,studies of disk outflow systems in high mass star formation with kava and we propose a survey of high mass young stellar objects hm ysos associated with the ghz h o masers to investigate physical properties of their disk outflow systems we have been conducting monitoring observations of the ghz h o masers toward hm ysos to investigate d velocity structures of outflows in the kava kvn and vera array large program in the proposed band observations we will identify powering sources of outflows traced by the ghz h o masers and obtain their physical properties using dust continuum in addition we will observe molecular lines to reveal spatial and velocity structures thermal lines of ch oh and hcooch and ghz class ii ch oh maser trace disks while thermal sio and ghz class i ch oh masers probe outflows they will be used to fill the gap between central hm ysos and maser distributions emitted in the outflows we can derive physical parameters such as dynamical time scale mass loss rate mass accretion rate etc by combining the kava proper motion measurements these comprehensive studies will be compared with theoretical models to understand mass accretion through disks mass ejection and feedback to the ambient gas,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.009344962425529957, 0.13757233321666718, 0.03557707369327545, 0.00999259203672409, 0.46878376603126526, 0.2936621606349945, 0.01999385468661785, 0.014241018332540989, 0.010832160711288452]"
489,2018.1.01306.S,does a bright smg have a giant rotating gas disk submillimeter bright galaxies smgs are gas and dust rich massive galaxies and of importance as progenitors of massive early type galaxies in the local universe recently we discovered a bright smg sfr msun yr with very extended molecular gas disk kpc which resides in a z proto cluster core the current arcsec mapping uncovered overall velocity gradient which appears to be unusual giant rapid rotating disk but the apparent velocity gradient may be from major merger at the current spatial resolution here we propose arcsec mapping of co line from the smg to finally unlock the gas dynamics and distributions we will also observe other z smgs in the same fov and compare the gas properties with the giant extended smg utilizing the time effectively thus this band observation will uncover the fueling mechanism of multiple smgs at the proto cluster core where the ancestors of massive ellipticals were assembling the stellar mass rapidly,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01052945014089346, 0.2533067762851715, 0.045389819890260696, 0.012234488502144814, 0.4324879050254822, 0.197015181183815, 0.020676329731941223, 0.016987817361950874, 0.011372245848178864]"
490,2018.1.01309.S,tracking the au orbit of a circumplanetary disk recently detected in continuum and co kinematics using we detected a circumplanetary disk candidate to the herbig star hd a mm continuum compact emission at mas separation from the central star the sigma detection falls in the middle of this protoplanetary transition disk s cavity at au separation comparable to jupiter s orbit our discovery is supported by the co gas kinematics of the cavity whose velocity map is distorted at the source location if co planar the companion is on a yr orbit additionally these observations resolve the inner disk around the herbig star here we ask for a second epoch of band data to follow up on this direct detection of a circumplanetary disk inside a protoplanetary gap the data were acquired on sept at the end of cycle a second epoch during cycle would not only probe for orbital motion degrees rotation but also reveal the non keplerian intra cavity dynamics,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.012275712564587593, 0.032108407467603683, 0.035118747502565384, 0.011088299565017223, 0.4529796242713928, 0.3912726938724518, 0.023014763370156288, 0.025690648704767227, 0.01645112782716751]"
491,2018.1.01321.S,physics at high angular resolution in nearby galaxies the local galaxy inventory we propose to utilize the aca m tp to map the full star forming disks of three nearby large on the sky galaxies ngc ngc circinus in co in order to assess their molecular ism at scales of individual molecular clouds pc these data will provide key insight into the interplay between galactic environment and cloud scale molecular gas these galaxies harbor a range of physical environments from agn to nuclear starburst to flocculent spiral and thus provide a crucial link between the local group where high resolution permits study of sub cloud scale physics and the broader galaxy population which includes a wider range of environments with these data we will measure gmc properties and scaling relations cloud lifetimes and star formation efficiency as a function of the diverse environments found in these galaxies the resolution sensitivity and spatial coverage match those of our ongoing large program to map the disks of more distant targets with the m array and so these additional galaxies will both fold into and inform the larger sample while providing context for ongoing and future zoom in studies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.012064327485859394, 0.4163249135017395, 0.03793397173285484, 0.013653279282152653, 0.34215763211250305, 0.13054552674293518, 0.0224464051425457, 0.014236357994377613, 0.010637572035193443]"
492,2018.1.01330.S,unveiling the origin of dust gaps in hd via co observations our recent high angular resolution observations revealed remarkable substructure in the continuum of the hd protoplanetary disk which features three rings and a vortex like asymmetry such features have been hypothesized to result from interactions between the disk and one or more giant planets but models of other disk processes can yield similar features in dust emission a key avenue for distinguishing between hypotheses for explaining dust substructures in a protoplanetary disk is to measure its gas surface density profile a jupiter mass planet may create a gas gap depleted up to several orders of magnitude which can manifest as a gap in co emission to investigate whether one or more giant planets is responsible for the complex structures observed in hd we propose high angular resolution observations of co to trace the gas surface density profile these line measurements in conjunction with our and sphere observations of the dust disk and our ongoing direct imaging search will provide valuable insight on the mechanisms creating common disk substructures,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.01367484126240015, 0.039161425083875656, 0.04862166568636894, 0.012699130922555923, 0.35488778352737427, 0.46626001596450806, 0.026518598198890686, 0.020832736045122147, 0.017343774437904358]"
493,2018.1.01334.S,carbon physics across the molecular cluster medium in c z the evolution of galaxies is tightly linked to processes in the circum and inter galactic medium cgm igm however a direct connection between the cgm igm and the stellar growth of massive galaxies has remained missing because we had yet to identify the ultimate reservoir of cold halo gas that has sufficient mass to fuel widespread star formation recently we mapped for the first time a widespread reservoir of cold molecular gas across the kpc halo of the massive spiderweb galaxy at z this provided the first direct link between in situ star formation and molecular gas in the igm at high z we here propose observations of ci p p ci p p and cii in the only other forming massive cluster galaxy with properties matching those of the spiderweb namely c at z we will map the carbon cycle at scales ranging from the individual merging galaxies to the cluster igm in order to study the molecular gas content energy budget and star forming properties of the igm our results will provide unique information about the role of very extended molecular gas and the history of star formation at a crucial epoch of massive galaxy evolution z ,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]","[0.01871395856142044, 0.5717985033988953, 0.05871507525444031, 0.024268176406621933, 0.16689205169677734, 0.09907077997922897, 0.032368846237659454, 0.015786241739988327, 0.012386434711515903]"
494,2018.1.01359.S,resolving the cii distribution and kinematics of normal galaxies at the end of cosmic reionization substantial advances have been made in the recent years to understand the nature of the bulk population of galaxies at the end of the cosmic reionization era at z based on detection of the cii line emission we are now in an excellent position to give one step further by resolving this emission and understand the governing physical processes in the formation of these primeval galaxies here we propose to perform high resolution cii line observations kpc scale of a sample of galaxies at z which represent the bulk of population of normal galaxies at this epoch we aim to spatially resolve the cii line emission in all our targets and perform dynamical analysis in of them we have two primary goals i to measure the morphology and distribution of the cool gas compared to the star forming and stellar components i e mergers disks clumpy and ii to perform three dimensional dynamical modelling of the velocity field in turn this will lead to estimation of key parameters including gas and dynamical masses depletion timescales and gas fractions and their relation to uv radiation fields,"[0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0]","[0.012974454089999199, 0.2544681131839752, 0.05209512263536453, 0.012675212696194649, 0.33065441250801086, 0.28197965025901794, 0.02725193277001381, 0.015820231288671494, 0.012080909684300423]"
495,2018.1.01449.S,magnetic fields from infrared dark clouds to hot molecular cores the importance of magnetic fields during the formation of high mass stars is an ongoing topic of strong discussion while previous observatories could only scratch the surface with we can now investigate the impact of magnetic fields during the evolution of high mass star forming regions based on our recent dust polarization study of the high mass starless region irdc beuther et al we want to extend magnetic field investigations to a small sample of one infrared dark cloud one high mass protostellar object and one hot molecular core setting these data into context with literature studies and our magneto hydrodynamic simulations of collapsing massive gas cores koelligan kuiper et al soler hennebelle we will address the following topics a what is the morphological structure of magnetic fields and how does it evolve with time b we will derive crucial parameters like magnetic field strength and turbulent to magnetic energy ratio and set these into context with the evolutionary sequence c observing simultaneously the co goldreich kylafis effect we will investigate the magnetic field in the outflows and study their evolution with time,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.00920506939291954, 0.13259388506412506, 0.03670622035861015, 0.00950190331786871, 0.49482104182243347, 0.27289333939552307, 0.019922122359275818, 0.013295389711856842, 0.01106102205812931]"
496,2018.1.01526.S,first detection of the hot intra cluster gas in a proto cluster at z we propose to use the imaging capabilities and spatial resolution of in band to detect the sunyaev zel dovich effect sze from the proto cluster region surrounding one of the most studied proto clusters known in the literature the spiderweb galaxy mrc at redshift this will be the first detection of the intra cluster medium in a high redshift progenitor of a present day massive cluster of galaxies we use state of the art numerical simulations to show that a combination of compact configuration long baseline configuration and aca will optimally remove the contamination from the central radio galaxy and allow to measure the sze signature from the core to the cluster radius the proposed observations will shed light on the link between the formation of dark matter halos traced by the presence of the intra cluster gas and the formation of cd galaxies in a very early epoch of cluster formation a hitherto unexplored redshift regime inthe research field of galaxy clusters as added value with the same data set we will be able to trace the correspondence between the h alpha and molecular gas traced by co,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.017156625166535378, 0.540192723274231, 0.04993321746587753, 0.0210525244474411, 0.21315282583236694, 0.10055303573608398, 0.030330145731568336, 0.015200275927782059, 0.012428577058017254]"
497,2018.1.01559.S,examination of clumpy pdr models and initial conditions of molecular cloud formation with this project we investigate small scale structures of photo dissociation region pdr to examine the clumpy pdr model as an alternative to the conventional plane parallel model the clumpy model can better explain the mixed distributions of atomic carbon and co molecular gas because of larger penetration depth from the cloud surface for uv photons precedent co observations with the m array combined with the nobeyama m telescope has revealed many tiny molecular cloudlets of au scale although atomic cold neutral medium cnm is expected to have similar clumpy structures formed by thermal instability as demonstrated by numerical simulations such inhomogeneous small atomic clouds have not been resolved yet they are crucially important because the molecular formation and dissociation are taking place in the dense cnm that should correspond to the initial conditions of molecular clouds toward a cloud edge illuminated by uv radiation from nearby o type star aca standalone observations in the ci line is the best to reveal detail properties of the clumpy cnm this research would be the direct examination of the clumpy pdf model,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.018674971535801888, 0.5050259828567505, 0.05582788959145546, 0.020447995513677597, 0.2207682877779007, 0.11595727503299713, 0.032251741737127304, 0.017372548580169678, 0.013673283159732819]"
