,project_code,standardized_text,Target_Vector,Predicted_Vector
625,2021.1.00715.S,formation of low mass dense cores from a web of filaments dense cores are the direct progenitors of protostars and hence their formation mechanism is very important to understand the origin of the stellar initial mass function as indicated by the resemblance to the core mass function cmf so far observational studies of cmf are quite incomplete particulary in the very low mass mo regime sampling a large number of low mass cores requires high sensitivity high resolution and extensive coverage surveying large area with toward nearby cluster forming region is the best approach for this purpose we intend to carry out a survey of corona australis cloud for dense low mass cores by the m array a wide area of the cluster forming cloud has been surveyed by aca standalone and it demonstrates a complex web of filaments with prestellar cores compact low mass cores are however heavy contaminated and seem to be merged with each other due to the highly clustering distribution and poor spatial resolution higher resolution observation by the m array can overcome this problem and make it possible to investigate the cmf down to mo,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005554777104407549, 0.09570053964853287, 0.02586517110466957, 0.011554896831512451, 0.6277467608451843, 0.1929873824119568, 0.024330921471118927, 0.009328784421086311, 0.0069307987578213215]"
626,2021.1.00728.S,beads on a string the formation and evolution of gmcs in ngc the accumulation of the interstellar medium into giant molecular clouds gmcs represents the first stage of the star formation process the properties of gmcs control the rate and efficiency with which stars form in galaxies understanding how these properties depend on the mechanisms by which gmcs form is essential for progress in star formation research we propose to observe a chain of regularly spaced giant molecular clouds along a kpc long portion of a spiral arm in the nearby galaxy ngc because of their regular spacing these gmcs are suspected to have formed via gravitational instabilities and their surrounding velocity field is consistent with gravitational inflow as such they offer a unique opportunity to study molecular cloud formation in action we propose to map this region at a spatial resolution of in band this investigation will i distinguish between different gmc formation mechanisms by comparing the properties of gmcs to those predicted by theory ii quantify the extent to which the properties of gmcs and hence their star formation potential are inherited from the large scale convergent flows that drive their assembly,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005985046271234751, 0.5713883638381958, 0.03976088762283325, 0.018948495388031006, 0.23893488943576813, 0.07263770699501038, 0.030355961993336678, 0.013399391435086727, 0.008589313365519047]"
627,2021.1.00739.S,propagation of cosmic rays in molecular clouds interacting with a supernova remnant cosmic rays crs are a major component of the galaxy especially since low energy crs lose their energy via ionization they are believed to have a strong influence on the chemical evolution in molecular clouds and on star and planet formation however the influence of crs has been discussed only hypothetically in theories because the propagation process of crs in molecular clouds is highly unknown a recent study noted that cr protons with e mev mev gev attribute to the ionization rate fe i ka line and gamma ray emission and indicated that the relative spatial distributions among the the three observables are the key to reveal the propagation process actually there are no samples where the three observables were measured in the same region we focus on the southwestern edge of the supernova remnant w where both the fe i ka line and gamma rays are detected we propose dco j and h co j observations at two positions in this region to measure the ionization rate and its spatial distribution this observation will reveal the propagation of mev crs observationally for the first time,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0066711981780827045, 0.2780719995498657, 0.04223771393299103, 0.017742997035384178, 0.4278258979320526, 0.17161300778388977, 0.03363088518381119, 0.014879281632602215, 0.007327080704271793]"
628,2021.1.00769.S,clump scale gas kinematics in the turbulent gas rich nearby galaxy dynamo d normal main sequence galaxies at cosmic noon have morphologies dominated by massive star forming clumps these galaxies are predicted to contain gas flows which transport material to fuel ongoing star formation likewise clumps are potentially linked to the morphological transformation of these galaxies if they are long lived bound structures yet aside from a handful of extreme systems it is difficult to acquire high resolution observation to perform detailed kinematic studies of gas flows and clumps we will address this with co mapping at pc in the nearby galaxy dynamo d whose properties are very similar to those of main sequence galaxies at z we will a study the prevalence of inward radial gas flows in clumpy turbulent star forming galaxies by searching for kinematic distortions and deviations from rotation and b study the kinematics of individual clumps to determine if there are gas flows associated with the clumps and determine if they are bound systems through their virial parameter these will allow us to provide valuable insight into currently outstanding questions that are crucial for deriving models of galaxy evolution,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.006002843379974365, 0.5501242876052856, 0.04178072139620781, 0.020274538546800613, 0.2399975061416626, 0.0865151435136795, 0.03248404338955879, 0.01389852724969387, 0.008922401815652847]"
629,2021.1.00776.S,cap cold accretion in perseus bright cluster galaxies bcgs are giant elliptical lying at the center of galaxy clusters they are the best examples of agn feedback at play i large cavities have been dug into the intra cluster medium icm by the radio jet ii the energy released by the agn is a powerful agent to regulate the overcooling of the hot icm onto the central galaxy iii they are surrounded by a huge network of molecular filaments that appear to be an important feature of the feedback loop a key question at the heart of our understanding of galaxy evolution is how efficiently the energy released by the agn couples to the icm to shed light on this question we propose to observe at pc resolution a kpc region inside one filament of ngc perseus cluster this emblematic source is unique for i its proximity which makes it possible to reach very small scales and ii the ancillary data available in the filaments at all possible wavelengths combining and aca we propose a multi scale study of the morphology and dynamics of the internal structure of the thread like filaments to probe their origin and their role in the agn feedback mechanism,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006617576349526644, 0.4624457061290741, 0.03975884988903999, 0.019036127254366875, 0.30072715878486633, 0.11427917331457138, 0.03497561812400818, 0.01379439141601324, 0.008365384303033352]"
630,2021.1.00782.S,a deep kinematical study of the young planetary system pds although several thousand exoplanets have been detected many questions regarding their formation process are still open largely hampered by the lack of observational constraints pds with two planets directly imaged within a protoplanetary disk is the so far only planetary system which has been directly caught during its formation this system is thus a unique laboratory where the kinematical imprints of directly detected forming planets on their host protoplanetary disk can be observationally probed with this proposal we aim to study the pds disk at the co line in band in order to trace the kinematic disk structure deeper in the disk than ever before while corresponding long baseline observations targeting the co isotopologue are already available in the archive we ask for a completion of these data with short baseline observations in order to recover the full emission of the disk the analysis of these data will provide the first multi line kinematic view of a directly detected protoplanetary system at formation,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.007302876096218824, 0.038170959800481796, 0.02695385552942753, 0.013362823985517025, 0.5306681394577026, 0.3398578464984894, 0.022325344383716583, 0.014880827628076077, 0.00647725909948349]"
631,2021.1.00783.S,the molecular wind of ngc we propose to observe the molecular wind of the very nearby starburst seyfert galaxy ngc the wind is clearly detected in archival co observations but these lack the extent or velocity coverage to probe the whole structure our proposed deep mosaic in co will improve over an order of magnitude in surface brightness sensitivity and cover the whole ionized outflow cones allowing us to determine the full extent mass and mass outflow rate of the cool outflow resolving the molecular wind and tracking its full extent and acceleration is crucial to constrain the poorly understood physics of superwinds but is only possible in the closest winds and ngc is one of only a handful of such galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006916498299688101, 0.2353544980287552, 0.0370718352496624, 0.01583406701683998, 0.4499587118625641, 0.19925737380981445, 0.03536764532327652, 0.0108147282153368, 0.009424625895917416]"
632,2021.1.00800.S,the first kinematic mass estimate of a z black hole current black hole mass estimates for some z quasars yield impressively large masses often exceeding billion solar masses challenging models of the early formation of supermassive black holes however these estimates are solely based on rest frame uv optical scaling relationships derived in the local universe which need not hold at high redshift there is therefore a dire need to validate these scaling relationships at high redshift this is exactly the aim of this proposal using resolution imaging of the cii emission line we aim to resolve the black hole sphere of influence for the z quasar j which has a black hole mass of x msun the expected increased velocity dispersion within this central region of the galaxy will give an independent kinematic measurement of the mass of the black hole previous observations have shown that not all quasars are suitable for these measurements due to the extreme high gas densities within their central region j is the only quasar for which this measurement is possible within hours of on source observation time providing the first kinematic mass measurement of a z black hole,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0059334952384233475, 0.0642799437046051, 0.02594066970050335, 0.0119034918025136, 0.6319794654846191, 0.2215864509344101, 0.021997490897774696, 0.009492135606706142, 0.006886911112815142]"
633,2021.1.00814.S,unveiling the nature of a dust reddened quasar hosting a ten billion solar mass black hole at z recently a luminous quasar j has been discovered at z which hosts a supermassive black hole smbh with at least billion solar masses its rest frame uv continuum shows evidence of strong dust reddening with a sed suggestive of extinction due to supernova produced dust this is the only known quasar at z with a billion solar mass bh as well as the most distant dust reddened quasar it provides a unique opportunity to study bh host co evolution of extremely massive bhs in dusty environment the proposed observations will detect the c ii line and underlying continuum emission providing accurate systemic redshift and estimate of the star formation rate fir luminosity and dust mass in the host we will also use the data to constrain the dynamical mass of the quasar host to search for signatures of gas outflow and to study its small scale environment the combination of the proposed data with an approved jwst program as well as proposed hst and x ray observations will provide a comprehensive view of this unique quasar at multiple wavelengths and scales shedding light on the connection between the earliest smbhs and massive galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005889872554689646, 0.08711445331573486, 0.028722848743200302, 0.013013491407036781, 0.5943468809127808, 0.2310962826013565, 0.023081839084625244, 0.010583663359284401, 0.006150685716420412]"
634,2021.1.00815.S,testing structure formation quenching and gas accretion models with a sample of groups clusters at z we propose to spectroscopically confirm a homogeneous sample of herschel spire selected starbursting massive galaxy cluster group candidates at z via redshift scans for co in band targets are selected as spire um peakers associated with prominent overdensities of massive high redshift galaxies and are from widely separated fields covering sq deg pilot projects already demonstrated the efficiency of our approach all already observed targets in cosmos proved to be genuine groups clusters at z this program will observe additional targets increasing the confirmed number of structures by one order of magnitude to enable first statistical constraints on the number density of forming galaxy groups clusters at cosmic noon and to open a new window on structure formation at the peak epoch of cosmic assembly the goals of this ambitious project will include measuring as a function of dark matter halo mass and redshift the distributions of total masses sf rates and efficiencies gas content addressing key outstanding open questions on massive galaxies and structure formation and critically testing model predictions,"[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006598266772925854, 0.4704628586769104, 0.04120824858546257, 0.019143477082252502, 0.3150953948497772, 0.0921778529882431, 0.03416863828897476, 0.01294719334691763, 0.008198060095310211]"
635,2021.1.00838.S,stars or black holes what mechanisms cause the rapid shutdown of star formation at the end of a burst both agn and stellar feedback have been invoked for driving galaxies from star forming to quiescent the evolution of the molecular gas immediately after a starburst has ended can constrain the physical mechanisms that have acted recent work has uncovered surprising trends in the gas state of recently quenched galaxies despite their low star formation rates post starburst galaxies retain large co traced molecular gas reservoirs furthermore the co traced gas declines throughout the post starburst phase well after star formation has ended tentative evidence shows that the dense molecular gas may be depleted early in the post starburst phase suggesting stellar feedback may end starbursts by disrupting the dense gas clouds that would otherwise continue to form stars we propose to measure the dense molecular gas fraction using the hco co fraction in a sample of five young post starburst galaxies these observations will test whether the galaxies have experienced rapid dense gas depletion from stellar feedback early in the post starburst phase or whether the dense gas is depleted alongside the co traced gas throughout the post starburst phase due to agn feedback,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006480916403234005, 0.6883935332298279, 0.043667230755090714, 0.02004624716937542, 0.1474493443965912, 0.038447968661785126, 0.026223724707961082, 0.019993308931589127, 0.009297780692577362]"
636,2021.1.00844.S,an jcmt study of the time variable class protostar hops and its warped protostellar disk the jcmt transient survey recently discovered that the class protostar hops decreased in ghz continuum brightness by over a period of months with the change likely due to time variable mass accretion based on the herschel sed hops is thought to be among the youngest protostars in ngc and therefore an excellent candidate for studying the earliest stages of mass assembly fortuitously the vandam orion survey observed hops at angular resolution with at ghz before it began to fade revealing a bright resolved edge on disk for young protostars the effective disk viscosity determines the mass accretion rate thus measurement of the variations in the accretion rate and the corresponding appearance of the disk including a potential disk warp seen in the vandam observations will provide vital clues to how protostellar mass is assembled hops presents the first opportunity to directly study a class disk at various levels of protostellar activity and constrain the physical processes related to accretion we thus propose to re observe hops with band while its brightness remains low,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.006293555721640587, 0.04855232685804367, 0.024161890149116516, 0.01144323218613863, 0.6190083622932434, 0.25275948643684387, 0.019752733409404755, 0.011971165426075459, 0.006057304330170155]"
637,2021.1.00850.S,determining the thickness of a z disk galaxy are current dynamical mass estimates reliable the interstellar medium of z quasar host galaxies is now routinely mapped with using cii and dust continuum emission about of these galaxies exhibit signs of rotation and kinematic modeling shows that they are consistent with a thin rotating disk however the implied velocity dispersion from the available low resolution observations is much higher than predicted by simulations indicating that the disk might not be as thin as the standard picture predicts a thicker disk would imply that the dynamical mass estimate for the quasar host galaxy could be significantly underestimated by a factor of which would alleviate tension with respect to the central black hole masses to address this we here request pc observations of the cii line to accurately measure the velocity dispersion profile of the z quasar host galaxy j out to kpc j is one the few known z quasar hosts where this measurement can be performed these observations will yield the first accurate measurement of the thickness of a z quasar host galaxy allowing us to constrain the d gas distribution and determine if current dynamical mass estimates are accurate,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.005874846130609512, 0.08918032050132751, 0.029902802780270576, 0.013027348555624485, 0.5826535224914551, 0.2349454164505005, 0.02808796986937523, 0.00981911364942789, 0.006508641876280308]"
638,2021.1.00860.T,episodic impact of energetic exor outbursts on the circumstellar environment the spectacular luminosity outbursts of the ex lupi type exor pre main sequence objects are driven by a x rise of the accretion rate from the circumstellar disk onto the star they affect the properties of the inner disk via the enhanced radiation field an essential process to be considered in the inner disk evolution and initial conditions for terrestrial planets the outbursts are unpredictable typically last a few months thus a normal proposal cannot be used to study them here we propose a target of opportunity program to observe an energetic exor outburst if such an outburst is discovered during cycle close in time to the peak brightness and obtain the first picture of the molecular content of an exor disk in the high state we will determine basic stellar and disk parameters and compare the molecular lines with our time dependent chemical model we foresee to submit a follow up normal proposal in the post outburst period to reveal the long term chemical evolution and constrain our chemical model our project will open up the way to learn if outbursts produce or destroy certain key molecules in any disk whose thermal history is known,"[0.0, 0.0, 0.0, 0.0, 0.7647058823529411, 0.23529411764705882, 0.0, 0.0, 0.0]","[0.006542867980897427, 0.04557744786143303, 0.024191979318857193, 0.010848439298570156, 0.5520737171173096, 0.3196455240249634, 0.023167982697486877, 0.011799188330769539, 0.00615294836461544]"
639,2021.1.00869.L,bulge symmetry or not the hidden dynamics of the far side a radio survey of red giant sio sources in the inner galaxy and bulge is not hindered by extinction extremely accurate stellar velocities km s are obtained with minimal observing time min per source our aim to collect sio maser velocities yields data comparable to optical surveys with the additional strength of a much more thorough coverage of the highly obscured inner galaxy and plane large samples reveal dynamical structures and minority populations and their velocity structure may be compared with kinematics of molecular gas complex orbits in the bar or stellar streams resulting from recently captured systems from existing data we collected stellar velocities almost exclusively in the northern bulge is the only instrument that can efficiently add measurements to the undersampled southern bulge region detection rate we propose to use to survey sources in h to obtain data points in the undersampled southern bulge as part of this larger nsf funded proposal,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.005573231726884842, 0.17187197506427765, 0.0342261977493763, 0.014888455159962177, 0.5395606756210327, 0.18855227530002594, 0.027709364891052246, 0.01089046522974968, 0.006727328058332205]"
640,2021.1.00889.V,delving deeper into pks we propose using phased as part of the event horizon telescope eht to image the polarized emission emanating from the gamma ray bright blazar pks in an effort to discern whether the jet is magnetically disordered or ordered on the micro arcsecond scales probed by vlbi at mm pks along with a number of other blazars has exhibited prominent orphan gamma ray flaring behavior that can be explained by disordered turbulence in the jet spine or inverse compton scattering of photons emanating from regions of ordered magnetic field in the jet sheath determining the nature of the magnetic field within pks using the high resolution and sensitivity afforded by a phased in concert with the eht will help discriminate between models of blazar emission that have been developed to explain this high energy variability,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006340193562209606, 0.42113232612609863, 0.04370930418372154, 0.020129475742578506, 0.3374306857585907, 0.11524000763893127, 0.03181609883904457, 0.015917504206299782, 0.008284416981041431]"
641,2021.1.00912.S,hydrogen masers as a tool to understand dying stars the spectacular characteristics of the mz nebula have been eluding the astronomers for years the core structure of this object where all the structures were originally formed the mechanisms acting there and its central powering source or likely sources are still poorly known a more precise model for the structure in the core of mz is necessary to improve our understanding of the mechanisms of outflow ejection and morphology formation recent herschel observations revealed the unusual emission of hydrogen recombination maser lines in its far infrared to submillimetre spectrum the hydrogen maser emission only occurs in a narrow range of physical conditions and from its characteristics we can determine physical conditions geometry and size information here we propose to use the hydrogen maser emission at higher spatial and spectral resolution as unique tool to study the very dense nuclear structure of this object in regions not accessible by other common types of emission diagnostics,"[0.0, 0.8, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0]","[0.006386301945894957, 0.29100269079208374, 0.04140030965209007, 0.01890530250966549, 0.42945683002471924, 0.16041049361228943, 0.03136098012328148, 0.01346680335700512, 0.007610350847244263]"
642,2021.1.00935.S,the z spt protocluster cluster membership and dynamics from line observations from the spt deg survey spt has been identified as a candidate z protocluster the protocluster core exhibits spatially extended laboca contours that resolve into multiple sources with initial followup there is a large overdensity of laboca sources with red herschel spire colours in the surrounding field two of which have been identified by as belonging to the structure the proposal leverages extensive results and archival datasets ongoing hst programs and approved jwst programs on spt which clearly appears to represent an active and rapidly forming cluster core this proposal is a key part of efforts to collect the required observations to uncover the extended protocluster properties of spt demonstrating that it traces the formation of a very massive structure in the early universe we propose to for followup of all red satellites including those that extend the central structure of the core region our survey will provide an important baseline for models of the earliest massive galaxy cluster formation,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006789513397961855, 0.39899733662605286, 0.04459971934556961, 0.019541727378964424, 0.3815530836582184, 0.09487894922494888, 0.03041030466556549, 0.016058852896094322, 0.007170470897108316]"
643,2021.1.00960.S,detecting extended ci emission in the c protocluster at z we propose deep band aca observations of ci p p line toward a protocluster at z c one of the well studied protoclusters at z we aim for confirming the existence and the distribution of extended cold and dense components in the circum galactic medium cgm which is inferred from the currently available data sets of co and ci lines that are detected at high resolution in the protocluster the proposed program will place a constraint on the missing baryon and in particular the fraction of the cold and dense gas in the cgm for the protocluster this will eventually help us to understand the stellar growth of massive galaxies in the peak epoch of galaxy and cluster formation,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006490638479590416, 0.5481785535812378, 0.04336980730295181, 0.019413679838180542, 0.25398626923561096, 0.07448847591876984, 0.03178977966308594, 0.01453153882175684, 0.007751271594315767]"
644,2021.1.00982.S,a survey of h co lines in protoplanetary disks protoplanetary disks contain the organic material that will be incorporated into planets resolving the spatial distribution of the complex organic material in disks is therefore of great interest to predict their potential ability to form life harboring planets unfortunately o bearing complex organic molecules coms are hard to detect in disks the small organic molecule h co is a precursor of coms that is bright in disks and therefore provides a view into the spatial distribution of coms in disks we propose to observe several transitions of h co towards four well studied nearby protoplanetary disks by observing several h co lines we will directly measure the excitation temperature as a function of radius and derive both the radial and vertical distribution of the h co emission the four disks have different temperature and density structures which will allow us to determine how h co is formed in different disk environments,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.007451711222529411, 0.08921708166599274, 0.03620671480894089, 0.016250960528850555, 0.49552401900291443, 0.3019559681415558, 0.028954118490219116, 0.01743629388511181, 0.007003232836723328]"
645,2021.1.00988.S,tracing the molecular gas in tidal tails of recently quenched galaxies recent observations of post starburst galaxies have revealed that they retain significant gas reservoirs log m m sun in the myr after they shut down their primary epoch of star formation one extraordinary example sdss j shows signs of an unprecedented quantity of extended h that coincides with optical tidal features indicating that the removal of gas via mergers may play a crucial role the quenching of massive galaxies here we propose to assess whether spatially extended co emission is common amongst merging and recently quenched post starburst galaxies at z these data will facilitate two primary tests the presence of h would provide additional evidence that galaxies retain molecular gas in the myr after quenching and the distribution of h relative to optical tidal features will assess whether merger driven tidal stripping is endemic to the quenching process although we assert that sdss j is unlikely to be a agn driven molecular gas outflow we will evaluate possible differences between agn hosts and galaxies without agn to further test this thesis,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0062693520449101925, 0.5911111235618591, 0.042735692113637924, 0.02033710479736328, 0.2051917165517807, 0.07705589383840561, 0.03433972969651222, 0.014237349852919579, 0.008721983060240746]"
646,2021.1.00994.S,small scale substructures in transition disks transition disks are a well suited class of disks to witness the signatures of planet formation and evolution particularly when observed at few au resolution at low resolution they appear as a single wide ring around a dust depleted cavity this ring indicates that mm sized dust is trapped in the outer disk but it is impossible to establish their complexity and the presence of substructure inside the cavity when transition disks are are barely resolved thus the prevalence and properties of transition disk substructures and of the potential planetary systems shaping them is yet unknown here we propose to search for substructures at few au mas resolution in transition disks that at resolve into a single ring of emission in a well chosen sample of class ii disks with dust depleted inner regions that have been partially resolved at long wavelengths that are not known circumbinary disks and that come from nearby star forming regions we will characterize substructures and constrain the type of planet s that shape the cavity in transition disks with planet disk interaction models,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.007307697087526321, 0.038282930850982666, 0.02543794922530651, 0.011904854327440262, 0.5426759719848633, 0.3326580822467804, 0.022353114560246468, 0.01315736398100853, 0.006222027353942394]"
647,2021.1.00999.S,a complete molecular gas map of m with the aca we propose a complete co map of the local group spiral galaxy m on pc scales with the aca our proposed map will include everyyoung stellar cluster and hii region in halpha we will observe a complete sample of gmcs msol increasing the current sample of from previous aca observations of m s inner disc this sample will be spatially complete to the hi surface density predicted for h formation sigma hi msol pc our proposed band observations provide simultaneous imaging of co co c o and high velocity resolution km s observations of molecular clouds matching existing cm hi vla observations combined with an excellent suite of ancillary data we will i use co and hi to improve gmc lifetime measurements and measure how h fraction varies through m s disc to test h formation models ii link atomic and molecular ism kinematics to determine scales where gas transitions from ordered large scale to random small scale motions and iii use co line ratios to probe gmc evolution measuring environmental and evolutionary trends requires a large gmc sample that this complete map will provide,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.006075113546103239, 0.43175020813941956, 0.04364096000790596, 0.01898929663002491, 0.3524759113788605, 0.09449944645166397, 0.03065366856753826, 0.014432813972234726, 0.007482471875846386]"
648,2021.1.01002.S,detailed gas kinematics and morphologies of the highest redshift jellyfish galaxy candidates at z jellyfish galaxies with long tentacles of gas and stars formed due to ram pressure stripping have offered a new regime in which to study quenching and star formation at low z the most distant tail candidate has now been unveiled at z enabled by imaging of molecular gas this galaxy has an asymmetric gas morphology an offset stellar to gas centroid and an accelerated velocity gradient along the tail all signposts of ram pressure stripping moreover a study of co detected cluster galaxies has revealed truncated gas disks compared to stellar disks indicative of quenching here we propose deeper and higher spectral resolution co imaging of of these gas rich z cluster galaxies all within the same primary beam and including the first high z jellyfish candidate through a comparison of molecular gas co stellar mass optical hst and star formation uv hst we will place important constraints on cluster quenching efficiencies at z furthermore we will kinematically and morphologically confirm the highest z ram pressure stripped galaxy through gas dynamics and spatially correlated star formation enhancement with molecular gas compression,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006382237654179335, 0.6643785834312439, 0.04478191211819649, 0.0183522067964077, 0.16615131497383118, 0.04608349874615669, 0.027773499488830566, 0.017758069559931755, 0.008338659070432186]"
649,2021.1.01034.S,tracing signatures of infall onto uranus the proposed observations explore the connection of uranus atmosphere with its interior and environment with band we will simultaneously measure the co and hcn rotation lines at a spatial resolution of and a sensitivity of mk the co vertical profile derived from the observed line shape will improve constraints on co infall from the uranian environment and tighten limits on the abundance of co uplifted from the warm planetary interior the latter is tied to bulk oxygen abundance thereby revealing information about the formation of uranus and of ice giants more generally we will also improve the detection limit of hcn by a factor of and spatially map uranus in both co and hcn in order to test whether these gases are the product of comet impacts or point to other candidate infall sources our observations will improve our understanding of impacts throughout the outer solar system which is likely underestimated from satellite cratering counts and inform models of solar system formation and evolution,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.006655420642346144, 0.05524948984384537, 0.02553967572748661, 0.012521618977189064, 0.5033035278320312, 0.3524576425552368, 0.026113035157322884, 0.011195146478712559, 0.006964392494410276]"
650,2021.1.01058.S,characterizing the circumplanetary disks in pds the processes responsible for the formation of planets and their satellites are still to be unveiled observational data of forming planets and even more of forming moons are sorely needed pds is a unique system to investigate planet and satellite formation processes as it hosts two directly imaged accreting planetary companions within the inner cavity of their host disk analysis of archival band observations indicates continuum emission at the location of the planets and represents the very first detection of a circumplanetary disk however the nature of the dust responsible for the emission is unclear preventing us to understand whether dust grains can grow to form satellites and to probe the morphological connection between the planets and the inner disk this motivates further observations in band continuum at high angular resolution mas to construct a spectral index map between and microns and unveil the nature of the emission near the two planets and in the inner disk,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.007330702152103186, 0.03356053680181503, 0.02547229267656803, 0.011745413765311241, 0.5088249444961548, 0.370475709438324, 0.022236770018935204, 0.013841448351740837, 0.006512194871902466]"
651,2021.1.01081.S,lih li abundances of big bang nucleosynthesis prediction and meteorites are significantly higher than the ones measured in old metal poor stars and in current solar photosphere respectively these discrepancies are the long standing cosmological lithium problem and lithium problem in the sun which plague our current understanding of cosmology stellar evolution and galactic chemical evolution though the majority of the interstellar li is in the form of lih according to its chemistry there is no evident lih detection in previous observations including several attempts with indicating that lih may be frozen on ice therefore we propose to observe lih with towards sgr a whose extremely turbulent environment might release lih to the gas phase the determination of the interstellar lih abundance of sgr a along with previous lih observations toward other clouds with low turbulence will allow us to i figure out whether the interstellar lih is in gas or in ice ii constrain the molecular chemistry in shock conditions iii understand the galactic li evolution and iv shed light on the lithium problems,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.007352657616138458, 0.3759423792362213, 0.05005814880132675, 0.02093835547566414, 0.3512871265411377, 0.1310741901397705, 0.03521740809082985, 0.01940576732158661, 0.008723955601453781]"
652,2021.1.01083.S,a dust polarization survey of massive dense clumps in irdcs the role of magnetic fields in the formation of high mass stars is highly debated massive dense cores embedded in massive dense clumps are the fundermental element of massive star formation there has been an increasing number of high resolution and high sensitivity dust polarization observations toward massive cores to reveal the role played by magnetic fields however inteferometric polarization observations of massive dense cores in infrared dark clouds irdcs which is crucial for studying the initial condition of massive star formation have only been made possible recently thanks to the sensitivity of here we propose for a dust polarization survey to map the polarized dust emission of a selected sample of massive clumps in irdcs to study the magnetic field in early stages of massive star formation from the sub clump scale down to sub core scales we will apply statistical methods to derive the magnetic field strength with the estimated magnetic field strength we will determine the dynamical state of the massive dense cores and distinguish between different massive star formation models,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.006018646061420441, 0.4856625199317932, 0.03921115770936012, 0.01979169063270092, 0.31203198432922363, 0.08662625402212143, 0.026935217902064323, 0.015424305573105812, 0.008298256434500217]"
653,2021.1.01197.S,resolving the cold h gas in nearby quasar host galaxies active galactic nuclei agn feedback is believed to be closely related to the processes that govern the mass assembly within galaxies however the exact manner in which agn feedback interplays with their host galaxies interstellar medium ism is still topic of intense debate strong gas outflows are suspected to deplete the ism removing the cold gas and further quench the star formation strikingly the more luminous agns are found in typical star forming galaxies and some even in the regime of starbursts casting serious doubts about the effectiveness of agn feedback previous surveys targeting the co emission in quasars demonstrated that molecular gas is abundant within the hosts observations of the co brighter pg quasars showed that these systems are kinematically regular and that the hosts molecular gas distribution is compact we propose to extend the previous surveys by observing the co fainter pg quasar hosts and test if the molecular gas properties observed in the gas richter pg quasars are ubiquitous within the nearby systems these observations will provide tantalizing clues on how the agn feedback shape the cold molecular gas reservoir in galaxies,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0062109301798045635, 0.5359600186347961, 0.044469576328992844, 0.019190184772014618, 0.2555634677410126, 0.08287274092435837, 0.032895009964704514, 0.014447829686105251, 0.00839035864919424]"
